,alt,data-gtm-event,data-gtm-event-action,data-gtm-event-category,href,src,subtitle,title,id,Year,century
4149,"A work made of monotype in brown with red, blue and purple crayon, and touches of brush and black ink, on buff laid paper.",Temptation of Saint Anthony,Collection Landing,collection-nav,https://www.artic.edu/artworks/72617/temptation-of-saint-anthony?page=88,"https://www.artic.edu/iiif/2/0904eb54-0560-f4ad-6a0b-f8cb67acf39f/full/600,/0/default.jpg",James Ensor,"Temptation of Saint Anthony, 1925",4149,1925,20
4150,"A work made of gelatin silver print, plate 7 from the portfolio ""portfolio v"" (1970), edition 68 of 110.","The Black Sun, Tungsten Hills, Owens Valley, California",Collection Landing,collection-nav,https://www.artic.edu/artworks/36876/the-black-sun-tungsten-hills-owens-valley-california?page=88,"https://www.artic.edu/iiif/2/701714ec-9e3a-48a2-968e-3f316253b12a/full/600,/0/default.jpg",Ansel Adams,"The Black Sun, Tungsten Hills, Owens Valley, California, 1939",4150,1939,20
4151,A work made of gelatin silver print.,"Fence, Near Tomales Bay, California",Collection Landing,collection-nav,https://www.artic.edu/artworks/86225/fence-near-tomales-bay-california?page=88,"https://www.artic.edu/iiif/2/5c9b7d95-12d5-34a2-15b1-1cc2914b52fd/full/600,/0/default.jpg",Ansel Adams,"Fence, Near Tomales Bay, California, 1936",4151,1936,20
4152,A work made of earthenware.,Head of a Warrior,Collection Landing,collection-nav,https://www.artic.edu/artworks/200704/head-of-a-warrior?page=88,"https://www.artic.edu/iiif/2/475bc209-baa8-b142-ba6a-f4abd28759ed/full/600,/0/default.jpg",,"Head of a Warrior, 6th centuryKofun period (mid 3rd–6th century A.D.)",4152,550,6
4153,A work made of color woodblock print; chuban.,"Mother-in-Law Teasing the Bride, from the series ",Collection Landing,collection-nav,https://www.artic.edu/artworks/36627/mother-in-law-teasing-the-bride-from-the-series-a-collection-of-humorous-poems-haifu-yanagidaru?page=88,"https://www.artic.edu/iiif/2/41fffcf5-8109-68c4-5764-0d6ccd7a2964/full/600,/0/default.jpg",Torii Kiyonaga,"Mother-in-Law Teasing the Bride, from the series ""A Collection of Humorous Poems (Haifu yanagidaru)"", c. 1785",4153,1785,18
4154,"A work made of mahogany, ebony, fruitwood, copper, and silver inlay.",Serving Table,Collection Landing,collection-nav,https://www.artic.edu/artworks/99299/serving-table?page=88,"https://www.artic.edu/iiif/2/4abe49e7-826f-e2f5-a26d-0338d4130e0b/full/600,/0/default.jpg",Charles Sumner Greene,"Serving Table, 1907/9",4154,1907,20
4155,"A work made of gelatin silver print, no. 4 from ""portfolio two: the national parks and monuments"" (1950), edition 82/100.","White House Ruin, Morning, Canyon de Chelly National Monument, Arizona",Collection Landing,collection-nav,https://www.artic.edu/artworks/121683/white-house-ruin-morning-canyon-de-chelly-national-monument-arizona?page=89,"https://www.artic.edu/iiif/2/b954cf8f-33fe-c211-35d8-817854040a02/full/600,/0/default.jpg",Ansel Adams,"White House Ruin, Morning, Canyon de Chelly National Monument, Arizona, 1949",4155,1949,20
4156,"Painting of overlapping squares in grey, yellow, gold, and orange.",Homage to the Square: Light Passage,Collection Landing,collection-nav,https://www.artic.edu/artworks/5569/homage-to-the-square-light-passage?page=89,"https://www.artic.edu/iiif/2/0cab7e93-aa47-cfd3-c102-cb0a14ca329d/full/600,/0/default.jpg",Josef Albers,"Homage to the Square: Light Passage, 1956",4156,1956,20
4157,A work made of engraving in black on ivory laid paper.,Judith with the Head of Holofernes,Collection Landing,collection-nav,https://www.artic.edu/artworks/4331/judith-with-the-head-of-holofernes?page=89,"https://www.artic.edu/iiif/2/4c842902-8c60-6042-e947-8c5b5f251aca/full/600,/0/default.jpg",Girolamo Mocetto,"Judith with the Head of Holofernes, n.d.",4157,0,0
4158,A work made of albumen print.,A Study of the Beatrice Cenci,Collection Landing,collection-nav,https://www.artic.edu/artworks/20654/a-study-of-the-beatrice-cenci?page=89,"https://www.artic.edu/iiif/2/2fa1a73d-4a10-34ad-3f9b-8fd0a9efa01e/full/600,/0/default.jpg",Julia Margaret Cameron,"A Study of the Beatrice Cenci, September 1870",4158,1870,19
4159,A work made of oil on composition board.,Landscape with Dog,Collection Landing,collection-nav,https://www.artic.edu/artworks/120081/landscape-with-dog?page=89,"https://www.artic.edu/iiif/2/17605303-af72-e09e-043a-a3752f0cfeb2/full/600,/0/default.jpg",Thomas Doughty,"Landscape with Dog, 1832",4159,1832,19
4160,"A work made of etching, drypoint, roulette, and lavis in black on cream laid paper.",Count Robert de Montesquiou-Fezensac,Collection Landing,collection-nav,https://www.artic.edu/artworks/140641/count-robert-de-montesquiou-fezensac?page=89,"https://www.artic.edu/iiif/2/06871b82-4319-de57-851d-f0e842f9d4ab/full/600,/0/default.jpg",Henri Charles Guérard,"Count Robert de Montesquiou-Fezensac, 1894",4160,1894,19
4161,A work made of terracotta.,Dragon-Shaped Architectural Ornament,Collection Landing,collection-nav,https://www.artic.edu/artworks/145522/dragon-shaped-architectural-ornament?page=89,"https://www.artic.edu/iiif/2/7a9f2957-8b76-981d-8cdc-1c0d2a6cdf8f/full/600,/0/default.jpg",,"Dragon-Shaped Architectural Ornament, 13th/14th century",4161,1250,13
4162,"A work made of engraving and drypoint, printed in brown black, on ivory wove paper.",Untitled,Collection Landing,collection-nav,https://www.artic.edu/artworks/121521/untitled?page=89,"https://www.artic.edu/iiif/2/b78290d3-6db4-7d64-aaf0-880ede446b9d/full/600,/0/default.jpg",Jackson Pollock,"Untitled, 1944–45",4162,1944,20
4163,A work made of etching on ivory laid paper.,Albrecht Dürer,Collection Landing,collection-nav,https://www.artic.edu/artworks/41684/albrecht-durer?page=89,"https://www.artic.edu/iiif/2/385219e8-d8d3-219a-1cca-116b59c35376/full/600,/0/default.jpg",Wenceslaus Hollar,"Albrecht Dürer, 1645",4163,1645,17
4164,A work made of opaque watercolor and gold on paper.,Prince and Princess Hunting Blackbuck,Collection Landing,collection-nav,https://www.artic.edu/artworks/52306/prince-and-princess-hunting-blackbuck?page=89,"https://www.artic.edu/iiif/2/b4818e72-6687-0977-e713-dc749490710e/full/600,/0/default.jpg",,"Prince and Princess Hunting Blackbuck, mid–18th century",4164,1750,18
4165,A work made of woodcut in black on ivory laid paper.,Jael and Sisera,Collection Landing,collection-nav,https://www.artic.edu/artworks/110642/jael-and-sisera?page=89,"https://www.artic.edu/iiif/2/4899e034-4def-176e-c2b1-bb729bb1a83c/full/600,/0/default.jpg",Albrecht Altdorfer,"Jael and Sisera, 1520/25",4165,1520,16
4166,A work made of steel.,Sallet (Barbuta),Collection Landing,collection-nav,https://www.artic.edu/artworks/106314/sallet-barbuta?page=89,"https://www.artic.edu/iiif/2/2a8cbda9-0db5-862b-c852-c482da434818/full/600,/0/default.jpg",Master ZO,"Sallet (Barbuta), 1450/60",4166,1450,15
4167,A work made of appliquéd and embroidered quilt; dyed cotton plain weave fabrics; cotton embroidery threads.,The Settling of the West,Collection Landing,collection-nav,https://www.artic.edu/artworks/153632/the-settling-of-the-west?page=89,"https://www.artic.edu/iiif/2/66100c48-5f3a-3a43-9e23-6c0669398e48/full/600,/0/default.jpg",Mildred Jacobs Chappell,"The Settling of the West, March 1931/September 1932",4167,1931,20
4168,"A work made of gelatin silver print, edition 6/7.","The Duke and Duchess of Windsor, New York City",Collection Landing,collection-nav,https://www.artic.edu/artworks/156003/the-duke-and-duchess-of-windsor-new-york-city?page=89,"https://www.artic.edu/iiif/2/dbe2a39b-390f-172b-3d10-fabbf6a60549/full/600,/0/default.jpg",Richard Avedon,"The Duke and Duchess of Windsor, New York City, 1957",4168,1957,20
4169,A work made of silver.,Drachm (Coin) Depicting the Goddess Hera,Collection Landing,collection-nav,https://www.artic.edu/artworks/5741/drachm-coin-depicting-the-goddess-hera?page=89,"https://www.artic.edu/iiif/2/8307e5b0-506b-a9ba-d3a8-0272f38ca0f4/full/600,/0/default.jpg",Ancient Greek,"Drachm (Coin) Depicting the Goddess Hera, 350/220 BC",4169,0,0
4170,A work made of bronze.,Buddha with Left Hand in Gesture of Gift-Giving (Varadamudra),Collection Landing,collection-nav,https://www.artic.edu/artworks/36812/buddha-with-left-hand-in-gesture-of-gift-giving-varadamudra?page=89,"https://www.artic.edu/iiif/2/5c6e4a8d-7c8e-6a16-8d7f-f71223c6564b/full/600,/0/default.jpg",,"Buddha with Left Hand in Gesture of Gift-Giving (Varadamudra), Chola period, 11th/12th century",4170,1050,11
4171,"A work made of cotton and wool, plain weave double cloth; woven on loom with jacquard attachment; two loom widths joined; fringed.",Coverlet,Collection Landing,collection-nav,https://www.artic.edu/artworks/72054/coverlet?page=89,"https://www.artic.edu/iiif/2/5185c805-b6c3-1d08-d06f-586b8a2c8635/full/600,/0/default.jpg","William Craig, Jr.","Coverlet, 1850",4171,1850,19
4172,A work made of oil on canvas.,One Dollar Silver Certificate,Collection Landing,collection-nav,https://www.artic.edu/artworks/69541/one-dollar-silver-certificate?page=89,"https://www.artic.edu/iiif/2/21f85ce7-5229-b627-f3ec-70821506c36d/full/600,/0/default.jpg",Victor Dubreuil,"One Dollar Silver Certificate, 1898/1900",4172,1898,19
4173,A work made of oil on canvas.,Still Life,Collection Landing,collection-nav,https://www.artic.edu/artworks/153702/still-life?page=89,"https://www.artic.edu/iiif/2/8ec679e7-fdbc-09c4-265e-4225835c96f3/full/600,/0/default.jpg",Fernand Léger,"Still Life, 1926",4173,1926,20
4174,A work made of oil on card.,"The Imperial Palace on the Palatine, Rome",Collection Landing,collection-nav,https://www.artic.edu/artworks/152850/the-imperial-palace-on-the-palatine-rome?page=89,"https://www.artic.edu/iiif/2/7fa1e25d-b795-ba99-26f5-dd6152f7091d/full/600,/0/default.jpg",Paul Flandrin,"The Imperial Palace on the Palatine, Rome, 1834",4174,1834,19
4175,A work made of color woodblock print (album sheet).,"Fox, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu)",Collection Landing,collection-nav,https://www.artic.edu/artworks/33386/fox-from-the-picture-book-of-realistic-paintings-of-hokusai-hokusai-shashin-gafu?page=89,"https://www.artic.edu/iiif/2/4fd9a743-b9cd-8466-3efa-e422a0434a8a/full/600,/0/default.jpg",Katsushika Hokusai,"Fox, from The Picture Book of Realistic Paintings of Hokusai (Hokusai shashin gafu), c. 1814",4175,1814,19
4176,A work made of lithograph on off-white wove paper.,Family Doctor,Collection Landing,collection-nav,https://www.artic.edu/artworks/14307/family-doctor?page=89,"https://www.artic.edu/iiif/2/d75b85a7-ce19-a3ca-3eea-5177e3aa7544/full/600,/0/default.jpg",Grant Wood,"Family Doctor, 1940",4176,1940,20
4177,A work made of wood and sacrificial patina.,Female Figure (Bateba Phuwe),Collection Landing,collection-nav,https://www.artic.edu/artworks/160161/female-figure-bateba-phuwe?page=89,"https://www.artic.edu/iiif/2/5fe5333e-1e99-ca75-6f39-536bf06d5f12/full/600,/0/default.jpg",Lobi,"Female Figure (Bateba Phuwe), 19th century",4177,1850,19
4178,"A work made of watercolor and opaque watercolor, with graphite, on cream wove paper.",New York,Collection Landing,collection-nav,https://www.artic.edu/artworks/66020/new-york?page=89,"https://www.artic.edu/iiif/2/dbab4ec7-feb4-81b6-392a-38247554ac2f/full/600,/0/default.jpg",Francis Picabia,"New York, 1913",4178,1913,20
4179,A work made of lithograph in black on light gray wove paper.,Lola de Valence,Collection Landing,collection-nav,https://www.artic.edu/artworks/72711/lola-de-valence?page=89,"https://www.artic.edu/iiif/2/aedc1d74-6cd9-1d54-6d8f-7fc4a38b0067/full/600,/0/default.jpg",Édouard Manet,"Lola de Valence, 1863",4179,1863,19
4180,"A work made of watercolor, with graphite, on moderately thick, rough-textured, ivory wove paper.",Two Boys Watching Schooners,Collection Landing,collection-nav,https://www.artic.edu/artworks/16803/two-boys-watching-schooners?page=89,"https://www.artic.edu/iiif/2/65f8ac36-55e3-b485-568a-09ce97c04fb6/full/600,/0/default.jpg",Winslow Homer,"Two Boys Watching Schooners, 1880",4180,1880,19
4181,"A work made of etching and drypoint in black, with selective wiping of plate tone, on ivory laid paper.",Nocturne: Palaces,Collection Landing,collection-nav,https://www.artic.edu/artworks/29567/nocturne-palaces?page=89,"https://www.artic.edu/iiif/2/30df1a60-5393-d857-db55-7d17b5004c31/full/600,/0/default.jpg",James McNeill Whistler,"Nocturne: Palaces, 1879/80",4181,1879,19
4182,"A work made of bronze, dark brown patina.",The Street Porter,Collection Landing,collection-nav,https://www.artic.edu/artworks/94548/the-street-porter?page=89,"https://www.artic.edu/iiif/2/6a3c2e0c-f67f-22d1-a8d8-86a47815e82f/full/600,/0/default.jpg",Constantin Emile Meunier,"The Street Porter, c. 1890",4182,1890,19
4183,"A work made of color etching and wash manner, with engraving, on ivory laid paper.",The Palais Royal Garden Walk,Collection Landing,collection-nav,https://www.artic.edu/artworks/207088/the-palais-royal-garden-walk?page=89,"https://www.artic.edu/iiif/2/0209ffed-6cbd-038b-e018-fc16cf43ec8c/full/600,/0/default.jpg",Louis Lecoeur,"The Palais Royal Garden Walk, 1787",4183,1787,18
4184,A work made of offset lithograph in black on white wove paper.,The Advantages of Being a Woman Artist,Collection Landing,collection-nav,https://www.artic.edu/artworks/199782/the-advantages-of-being-a-woman-artist?page=89,"https://www.artic.edu/iiif/2/40b5a74f-f989-d54a-b6a9-dcb7dff611b5/full/600,/0/default.jpg",Guerrilla Girls,"The Advantages of Being a Woman Artist, 1989",4184,1989,20
4185,A work made of wood and metal.,Standing Female Figure,Collection Landing,collection-nav,https://www.artic.edu/artworks/203350/standing-female-figure?page=89,"https://www.artic.edu/iiif/2/4b422baa-9ffb-4661-ecc0-747c4142740f/full/600,/0/default.jpg",Nyamwezi,"Standing Female Figure, Early 20th century",4185,1950,20
4186,A work made of cast and wrought iron with copper plating.,"Chicago Stock Exchange Building: Two Elevator Enclosure Grilles, with Base Plates and Side Support Bars",Collection Landing,collection-nav,https://www.artic.edu/artworks/17435/chicago-stock-exchange-building-two-elevator-enclosure-grilles-with-base-plates-and-side-support-bars?page=89,"https://www.artic.edu/iiif/2/c57400ce-afa5-8dc3-313d-eb0ef20b854c/full/600,/0/default.jpg","Adler & Sullivan, Architects","Chicago Stock Exchange Building: Two Elevator Enclosure Grilles, with Base Plates and Side Support Bars, 1893/94",4186,1893,19
4187,A work made of drypoint and aquatint in black on tan wove paper.,Leaving the Bath,Collection Landing,collection-nav,https://www.artic.edu/artworks/64982/leaving-the-bath?page=89,"https://www.artic.edu/iiif/2/560aadad-7ca9-038d-4377-47f4b70fef2c/full/600,/0/default.jpg",Hilaire Germain Edgar Degas,"Leaving the Bath, 1879–80",4187,1879,19
4188,"A work made of soft maple, eastern white pine, faux painted wood-grain.",Chest of Drawers,Collection Landing,collection-nav,https://www.artic.edu/artworks/189131/chest-of-drawers?page=89,"https://www.artic.edu/iiif/2/0db13509-3576-4a3a-a57a-cbf83b69017e/full/600,/0/default.jpg",John Dunlap,"Chest of Drawers, 1780/1810",4188,1780,18
4189,A work made of engraving in black on ivory laid paper.,The Invention of Copper Engraving,Collection Landing,collection-nav,https://www.artic.edu/artworks/200659/the-invention-of-copper-engraving?page=89,"https://www.artic.edu/iiif/2/732724ec-9926-38b4-f8a0-99be41cd0666/full/600,/0/default.jpg",Theodoor Galle,"The Invention of Copper Engraving, c. 1591",4189,1591,16
4190,A work made of leaded glass window in a rectilinear design with a stylized poppy in the center; clear and colored glass set in copper-plated zinc cames; black wood frame.,Leaded Glass Window Depicting A Stylized Poppy,Collection Landing,collection-nav,https://www.artic.edu/artworks/44878/leaded-glass-window-depicting-a-stylized-poppy?page=89,"https://www.artic.edu/iiif/2/f6f76660-e7d8-f654-cca9-377d974521c2/full/600,/0/default.jpg",Unknown,"Leaded Glass Window Depicting A Stylized Poppy, 1900/25",4190,1900,20
4191,A work made of graphite with touches of erasure and stumping on tan wove paper.,Caricature of Mario Uchard,Collection Landing,collection-nav,https://www.artic.edu/artworks/15812/caricature-of-mario-uchard?page=89,"https://www.artic.edu/iiif/2/c617b1ed-8544-2917-a6fc-0aa84534ed9d/full/600,/0/default.jpg",Claude Monet,"Caricature of Mario Uchard, c. 1858",4191,1858,19
4192,A work made of oil on canvas.,Faintness (Matité),Collection Landing,collection-nav,https://www.artic.edu/artworks/78504/faintness-matite?page=89,"https://www.artic.edu/iiif/2/93ef1079-c875-9073-c709-36d5c4f92c30/full/600,/0/default.jpg",Georges Mathieu,"Faintness (Matité), 1951",4192,1951,20
4193,A work made of oil on canvas.,Composition,Collection Landing,collection-nav,https://www.artic.edu/artworks/90439/composition?page=89,"https://www.artic.edu/iiif/2/3fa2c643-a775-707a-3ac4-e80bacff7ab8/full/600,/0/default.jpg",Léopold Survage,"Composition, 1915",4193,1915,20
4194,A work made of steel.,Waistcoat Cuirass,Collection Landing,collection-nav,https://www.artic.edu/artworks/106520/waistcoat-cuirass?page=89,"https://www.artic.edu/iiif/2/9f029820-38a8-a33c-3cc8-edb03208645b/full/600,/0/default.jpg",,"Waistcoat Cuirass, 1570/80",4194,1570,16
4195,A work made of oil on canvas.,"Landscape, Sunset",Collection Landing,collection-nav,https://www.artic.edu/artworks/64740/landscape-sunset?page=89,"https://www.artic.edu/iiif/2/140da385-37de-e711-6010-c10f93b61578/full/600,/0/default.jpg",George Inness,"Landscape, Sunset, 1887/89",4195,1887,19
